Location,X_Coord_ERTS89,Y_Coord_ERTS89,Year_of_Outbreak,Lat_WGS84,Lon_WGS84
Dublin Industrial Estate,3247000,3484160,1574,-6.29355,53.372659
Dublin Industrial Estate,3247000,3484160,1605,-6.29355,53.372659
Dublin Industrial Estate,3247000,3484160,1606,-6.29355,53.372659
Dublin Industrial Estate,3247000,3484160,1520,-6.29355,53.372659
Dublin Industrial Estate,3247000,3484160,1604,-6.29355,53.372659
Dublin Industrial Estate,3247000,3484160,1348,-6.29355,53.372659
Dublin Industrial Estate,3247000,3484160,1361,-6.29355,53.372659
Dudley,3504660,3334650,1617,-2.087314,52.508644
Dullingham,3665650,3275070,1603,0.383667,52.195134
Dulwich,3622470,3197070,1665,-0.08523,51.449181
Dumfries,3457310,3633370,1648,-3.607853,55.069022
Dumfries,3457310,3633370,1500,-3.607853,55.069022
Dumfries,3457310,3633370,1598,-3.607853,55.069022
Dunblane,3459870,3760160,1647,-3.961385,56.188563
Dundalk,3255790,3554060,1348,-6.403749,53.999958
Dundee,3525950,3778560,1402,-2.96812,56.461401
Dundee,3525950,3778560,1586,-2.96812,56.461401
Dundee,3525950,3778560,1608,-2.96812,56.461401
Dunfermline,3487760,3741430,1644,-3.461637,56.071392
Dunkerque,3787370,3130410,1635,2.376776,51.0343
Dunkerque,3787370,3130410,1666,2.376776,51.0343
Durango,3296370,2315490,1600,-2.632699,43.169094
Durham,3580620,3578680,1644,-1.559671,54.778708
Durham,3580620,3578680,1587,-1.559671,54.778708
Durham,3580620,3578680,1598,-1.559671,54.778708
Durham,3580620,3578680,1597,-1.559671,54.778708
Durham,3580620,3578680,1604,-1.559671,54.778708
Durham,3580620,3578680,1636,-1.559671,54.778708
Durham,3580620,3578680,1589,-1.559671,54.778708
Durham,3580620,3578680,1538,-1.559671,54.778708
Durham,3580620,3578680,1604,-1.559671,54.778708
Düsseldorf,4095840,3128740,1665,6.775692,51.224988
Düsseldorf,4095840,3128740,1604,6.775692,51.224988
Eaglescliffe,3589720,3549180,1644,-1.346631,54.530412
Ealing,3608420,3206270,1665,-0.304232,51.513351
Eastwood,3565620,3382240,1601,-1.308153,53.017782
Eastwood,3565620,3382240,1602,-1.308153,53.017782
Eberstadt,4271530,2896420,1666,9.321646,49.1788
Écija,2987690,1739030,1649,-5.079986,37.540911
Écija,2987690,1739030,1602,-5.079986,37.540911
Edinburgh,3501970,3724990,1644,-3.18747,55.950157
Edinburgh,3501970,3724990,1645,-3.18747,55.950157
Edinburgh,3501970,3724990,1606,-3.18747,55.950157
Edinburgh,3501970,3724990,1564,-3.18747,55.950157
Edinburgh,3501970,3724990,1520,-3.18747,55.950157
Edinburgh,3501970,3724990,1607,-3.18747,55.950157
Edinburgh,3501970,3724990,1602,-3.18747,55.950157
Edinburgh,3501970,3724990,1605,-3.18747,55.950157
Edinburgh,3501970,3724990,1587,-3.18747,55.950157
Edinburgh,3501970,3724990,1574,-3.18747,55.950157
Edinburgh,3501970,3724990,1569,-3.18747,55.950157
Edinburgh,3501970,3724990,1546,-3.18747,55.950157
Edinburgh,3501970,3724990,1544,-3.18747,55.950157
Edinburgh,3501970,3724990,1543,-3.18747,55.950157
Edinburgh,3501970,3724990,1603,-3.18747,55.950157
Edinburgh,3501970,3724990,1530,-3.18747,55.950157
Edinburgh,3501970,3724990,1549,-3.18747,55.950157
Edinburgh,3501970,3724990,1515,-3.18747,55.950157
Edinburgh,3501970,3724990,1505,-3.18747,55.950157
Edinburgh,3501970,3724990,1604,-3.18747,55.950157
Edinburgh,3501970,3724990,1500,-3.18747,55.950157
Edinburgh,3501970,3724990,1646,-3.18747,55.950157
Edinburgh,3501970,3724990,1502,-3.18747,55.950157
Edinburgh,3501970,3724990,1519,-3.18747,55.950157
Edinburgh,3501970,3724990,1545,-3.18747,55.950157
Edinburgh,3501970,3724990,1568,-3.18747,55.950157
Edinburgh,3501970,3724990,1588,-3.18747,55.950157
Edinburgh,3501970,3724990,1512,-3.18747,55.950157
Edinburgh,3501970,3724990,1539,-3.18747,55.950157
Edinburgh,3501970,3724990,1585,-3.18747,55.950157
Edinburgh,3501970,3724990,1584,-3.18747,55.950157
Edinburgh,3501970,3724990,1624,-3.18747,55.950157
Ednam,3542950,3681100,1597,-2.416516,55.628237
Eggenburg,4749280,2853540,1349,15.816464,48.643094
Egton Bridge,3625520,3533040,1626,-0.761417,54.436405
Ehrenhausen,4747880,2639660,1634,15.584864,46.725724
Eibingen,4172570,2988080,1667,7.930236,49.986301
Eichel,4288040,2961470,1665,9.54257,49.764925
Eichstätt,4407940,2864900,1396,11.185271,48.891055
Eilenburg,4503930,3153210,1637,12.63269,51.459944
Eisenach,4343840,3095950,1394,10.325182,50.974441
Eisleben, Lutherstadt,4428620,2,1398,11.550853
Eisleben, Lutherstadt,4428620,2,1681,11.550853
El Ferrol,2953930,2423500,1598,-7.029625,43.514525
El Pont d'Armentera,3597350,2072840,1592,1.362654,41.384091
El Puerto de Santa María,2868370,1657450,1638,-6.227477,36.596928
Elblag,4933530,3490900,1564,19.40678,54.165681
Elblag,4933530,3490900,1427,19.40678,54.165681
Elblag,4933530,3490900,1350,19.40678,54.165681
Elblag,4933530,3490900,1360,19.40678,54.165681
Elblag,4933530,3490900,1361,19.40678,54.165681
Elblag,4933530,3490900,1549,19.40678,54.165681
Elk,5130630,3482390,1559,22.36249,53.824594
Eltham,3631950,3195940,1666,0.05228,51.450796
Ely,3660310,3298750,1665,0.259774,52.399407
Embrun,4042280,2390380,1551,6.49688,44.565629
Embrun,4042280,2390380,1480,6.49688,44.565629
Embrun,4042280,2390380,1478,6.49688,44.565629
Embrun,4042280,2390380,1630,6.49688,44.565629
Embrun,4042280,2390380,1479,6.49688,44.565629
Embrun,4042280,2390380,1629,6.49688,44.565629
Embrun,4042280,2390380,1482,6.49688,44.565629
Embrun,4042280,2390380,1481,6.49688,44.565629
Embrun,4042280,2390380,1599,6.49688,44.565629
Emden,4134720,3365410,1664,7.201239,53.364321
Enfield,3625830,3219430,1625,-0.081542,51.652102
Engelberg,4198850,2635370,1349,8.400652,46.819935
Epernay,3879600,2898230,1533,3.957389,49.034104
Epernay,3879600,2898230,1581,3.957389,49.034104
Epinal,4056960,2790930,1636,6.449935,48.174789
EPinal,4056960,2790930,1630,6.449935,48.174789
Epinal,4056960,2790930,1635,6.449935,48.174789
Ercolano,4689760,1978130,1656,14.352966,40.806071
Erfurt,4392810,3096320,1683,11.022407,50.973712
Erfurt,4392810,3096320,1624,11.022407,50.973712
Erfurt,4392810,3096320,1567,11.022407,50.973712
Erfurt,4392810,3096320,1682,11.022407,50.973712
Erfurt,4392810,3096320,1582,11.022407,50.973712
Erfurt,4392810,3096320,1578,11.022407,50.973712
Erfurt,4392810,3096320,1542,11.022407,50.973712
Erfurt,4392810,3096320,1517,11.022407,50.973712
Erfurt,4392810,3096320,1439,11.022407,50.973712
Erfurt,4392810,3096320,1463,11.022407,50.973712
Erfurt,4392810,3096320,1540,11.022407,50.973712
Erfurt,4392810,3096320,1547,11.022407,50.973712
Erfurt,4392810,3096320,1541,11.022407,50.973712
Erfurt,4392810,3096320,1495,11.022407,50.973712
Erfurt,4392810,3096320,1626,11.022407,50.973712
Erfurt,4392810,3096320,1394,11.022407,50.973712
Erfurt,4392810,3096320,1611,11.022407,50.973712
Erfurt,4392810,3096320,1350,11.022407,50.973712
Erfurt,4392810,3096320,1438,11.022407,50.973712
Erfurt,4392810,3096320,1384,11.022407,50.973712
Erfurt,4392810,3096320,1464,11.022407,50.973712
Espalion,3745450,2406840,1563,2.761927,44.521541
Espalion,3745450,2406840,1653,2.761927,44.521541
Espalion,3745450,2406840,1654,2.761927,44.521541
Etampes,3742140,2844520,1631,2.163155,48.437086
Eton College,3587070,3207080,1625,-0.610719,51.493128
Eton College,3587070,3207080,1582,-0.610719,51.493128
Eton College,3587070,3207080,1580,-0.610719,51.493128
Eton College,3587070,3207080,1578,-0.610719,51.493128
Eton College,3587070,3207080,1579,-0.610719,51.493128
Evesham,3506270,3287220,1610,-1.949175,52.091486
Evesham,3506270,3287220,1550,-1.949175,52.091486
Evesham,3506270,3287220,1557,-1.949175,52.091486
Evesham,3506270,3287220,1597,-1.949175,52.091486
Évora,2766060,1904420,1490,-7.909573,38.570997
Évora,2766060,1904420,1580,-7.909573,38.570997
Évora,2766060,1904420,1599,-7.909573,38.570997
Évora,2766060,1904420,1349,-7.909573,38.570997
Evreux,3675440,2917900,1628,1.151151,49.02453
Exeter,3371540,3155960,1377,-3.533641,50.721833
Exeter,3371540,3155960,1378,-3.533641,50.721833
Exeter,3371540,3155960,1627,-3.533641,50.721833
Exeter,3371540,3155960,1626,-3.533641,50.721833
Exeter,3371540,3155960,1625,-3.533641,50.721833
Exeter,3371540,3155960,1591,-3.533641,50.721833
Exeter,3371540,3155960,1537,-3.533641,50.721833
Exeter,3371540,3155960,1398,-3.533641,50.721833
Exeter,3371540,3155960,1373,-3.533641,50.721833
Exeter,3371540,3155960,1569,-3.533641,50.721833
Exeter,3371540,3155960,1538,-3.533641,50.721833
Exeter,3371540,3155960,1503,-3.533641,50.721833
Exeter,3371540,3155960,1604,-3.533641,50.721833
Eyam,3546300,3415390,1666,-1.672719,53.283962
Eyam,3546300,3415390,1665,-1.672719,53.283962
Faenza,4471600,2354660,1348,11.882954,44.285313
Falkirk,3466520,3737480,1644,-3.784393,56.000627
Falkirk,3466520,3737480,1646,-3.784393,56.000627
Faversham,3687810,3173400,1638,0.890966,51.315551
Fermo,4624570,2236190,1503,13.724226,43.165639
Ferrara,4449350,2415440,1348,11.620464,44.837878
Ferrara,4449350,2415440,1398,11.620464,44.837878
Ferrara,4449350,2415440,1462,11.620464,44.837878
Ferrara,4449350,2415440,1485,11.620464,44.837878
Ferrara,4449350,2415440,1438,11.620464,44.837878
Ferrara,4449350,2415440,1361,11.620464,44.837878
Ferrara,4449350,2415440,1572,11.620464,44.837878
Ferrara,4449350,2415440,1410,11.620464,44.837878
Ferrara,4449350,2415440,1630,11.620464,44.837878
Ferrara,4449350,2415440,1439,11.620464,44.837878
Ferrara,4449350,2415440,1505,11.620464,44.837878
Ferrara,4449350,2415440,1528,11.620464,44.837878
Ferrara,4449350,2415440,1497,11.620464,44.837878
Ferrara,4449350,2415440,1382,11.620464,44.837878
Ferrara,4449350,2415440,1503,11.620464,44.837878
Ferrara,4449350,2415440,1499,11.620464,44.837878
Ferrara,4449350,2415440,1440,11.620464,44.837878
Ferrara,4449350,2415440,1631,11.620464,44.837878
Figeac,3689090,2422240,1651,2.038001,44.608003
Figeac,3689090,2422240,1628,2.038001,44.608003
Figeac,3689090,2422240,1653,2.038001,44.608003
Figeac,3689090,2422240,1627,2.038001,44.608003
Findhorn,3513240,3916900,1603,-3.609797,57.658945
Findhorn,3513240,3916900,1600,-3.609797,57.658945
Firenze,4422440,2296350,1371,11.256872,43.768754
Firenze,4422440,2296350,1410,11.256872,43.768754
Firenze,4422440,2296350,1632,11.256872,43.768754
Firenze,4422440,2296350,1522,11.256872,43.768754
Firenze,4422440,2296350,1429,11.256872,43.768754
Firenze,4422440,2296350,1359,11.256872,43.768754
Firenze,4422440,2296350,1363,11.256872,43.768754
Firenze,4422440,2296350,1422,11.256872,43.768754
Firenze,4422440,2296350,1383,11.256872,43.768754
Firenze,4422440,2296350,1390,11.256872,43.768754
Firenze,4422440,2296350,1391,11.256872,43.768754
Firenze,4422440,2296350,1400,11.256872,43.768754
Firenze,4422440,2296350,1374,11.256872,43.768754
Firenze,4422440,2296350,1417,11.256872,43.768754
Firenze,4422440,2296350,1631,11.256872,43.768754
Firenze,4422440,2296350,1633,11.256872,43.768754
Firenze,4422440,2296350,1478,11.256872,43.768754
Firenze,4422440,2296350,1399,11.256872,43.768754
Firenze,4422440,2296350,1450,11.256872,43.768754
Firenze,4422440,2296350,1439,11.256872,43.768754
Firenze,4422440,2296350,1497,11.256872,43.768754
Firenze,4422440,2296350,1505,11.256872,43.768754
Firenze,4422440,2296350,1523,11.256872,43.768754
Firenze,4422440,2296350,1526,11.256872,43.768754
Firenze,4422440,2296350,1530,11.256872,43.768754
Firenze,4422440,2296350,1449,11.256872,43.768754
Firenze,4422440,2296350,1348,11.256872,43.768754
Firenze,4422440,2296350,1448,11.256872,43.768754
Firenze,4422440,2296350,1430,11.256872,43.768754
Firenze,4422440,2296350,1479,11.256872,43.768754
Firenze,4422440,2296350,1494,11.256872,43.768754
Firenze,4422440,2296350,1456,11.256872,43.768754
Firenze,4422440,2296350,1525,11.256872,43.768754
Firenze,4422440,2296350,1411,11.256872,43.768754
Firenze,4422440,2296350,1527,11.256872,43.768754
Firenze,4422440,2296350,1527,11.256872,43.768754
Firenze,4422440,2296350,1528,11.256872,43.768754
Firenze,4422440,2296350,1528,11.256872,43.768754
Firenze,4422440,2296350,1630,11.256872,43.768754
Firenze,4422440,2296350,1402,11.256872,43.768754
Firenze,4422440,2296350,1509,11.256872,43.768754
Firenze,4422440,2296350,1531,11.256872,43.768754
Firenze,4422440,2296350,1524,11.256872,43.768754
Foix,3635840,2244620,1594,1.607136,42.964011
Foix,3635840,2244620,1593,1.607136,42.964011
Forcalquier,3981800,2326230,1630,5.780968,43.959831
Forcalquier,3981800,2326230,1629,5.780968,43.959831
Forcalquier,3981800,2326230,1631,5.780968,43.959831
Forcalquier,3981800,2326230,1582,5.780968,43.959831
Forcett,3564870,3550450,1665,-1.72915,54.506116
Forlì,4484560,2347890,1499,12.042741,44.221216
Forlì,4484560,2347890,1422,12.042741,44.221216
Forlì,4484560,2347890,1416,12.042741,44.221216
Forlimpopoli,4491380,2344480,1457,12.126735,44.188763
Frankfurt (Oder),4630860,3258320,1620,14.550415,52.347191
Frankfurt (Oder),4630860,3258320,1609,14.550415,52.347191
Frankfurt (Oder),4630860,3258320,1565,14.550415,52.347191
Frankfurt (Oder),4630860,3258320,1351,14.550415,52.347191
Frankfurt am Main,4226610,3000760,1609,8.68046,50.111497
Frankfurt am Main,4226610,3000760,1563,8.68046,50.111497
Frankfurt am Main,4226610,3000760,1625,8.68046,50.111497
Frankfurt am Main,4226610,3000760,1623,8.68046,50.111497
Frankfurt am Main,4226610,3000760,1665,8.68046,50.111497
Frankfurt am Main,4226610,3000760,1402,8.68046,50.111497
Frankfurt am Main,4226610,3000760,1666,8.68046,50.111497
Frankfurt am Main,4226610,3000760,1349,8.68046,50.111497
Frankfurt am Main,4226610,3000760,1584,8.68046,50.111497
Frankfurt am Main,4226610,3000760,1608,8.68046,50.111497
Frankfurt am Main,4226610,3000760,1483,8.68046,50.111497
Frankfurt am Main,4226610,3000760,1482,8.68046,50.111497
Frankfurt am Main,4226610,3000760,1380,8.68046,50.111497
Frankfurt am Main,4226610,3000760,1356,8.68046,50.111497
Frankfurt am Main,4226610,3000760,1635,8.68046,50.111497
Frankfurt am Main,4226610,3000760,1517,8.68046,50.111497
Frankfurt am Main,4226610,3000760,1607,8.68046,50.111497
Frauenfeld,4237840,2716460,1627,8.895767,47.556173
Fregenal de la Sierra,2864490,1835510,1581,-6.651325,38.164775
Freiberg,4555610,3094530,1572,13.337225,50.914023
Freiburg,4103400,2636290,1473,7.151289,46.802462
Freiburg,4103400,2636290,1571,7.151289,46.802462
Freiburg,4103400,2636290,1610,7.151289,46.802462
Freiburg,4103400,2636290,1518,7.151289,46.802462
Freiburg,4103400,2636290,1564,7.151289,46.802462
Freiburg,4103400,2636290,1633,7.151289,46.802462
Freiburg,4103400,2636290,1564,7.151289,46.802462
Friesach,4656490,2658550,1715,14.406152,46.950734
Fuente de Cantos,2895620,1837920,1581,-6.309241,38.246651
Fulda,4297920,3049170,1350,9.674342,50.553903
Furness,3222870,3472530,1631,-6.607692,53.222411
Gaeta,4621620,2019740,1435,13.57105,41.214049
Gaillac,3669910,2345330,1374,1.896893,43.900376
Gaillac,3669910,2345330,1653,1.896893,43.900376
Gaillac,3669910,2345330,1495,1.896893,43.900376
Gaillac,3669910,2345330,1529,1.896893,43.900376
Gaillac,3669910,2345330,1557,1.896893,43.900376
Gaillac,3669910,2345330,1509,1.896893,43.900376
Galashiels,3518660,3684080,1645,-2.805069,55.616452
Galashiels,3518660,3684080,1646,-2.805069,55.616452
Gap,4008790,2391410,1620,6.075937,44.559916
Gap,4008790,2391410,1565,6.075937,44.559916
Gap,4008790,2391410,1438,6.075937,44.559916
Gap,4008790,2391410,1456,6.075937,44.559916
Gap,4008790,2391410,1478,6.075937,44.559916
Gap,4008790,2391410,1480,6.075937,44.559916
Gap,4008790,2391410,1479,6.075937,44.559916
Gap,4008790,2391410,1631,6.075937,44.559916
Gap,4008790,2391410,1564,6.075937,44.559916
Gap,4008790,2391410,1642,6.075937,44.559916
Gap,4008790,2391410,1569,6.075937,44.559916
Gap,4008790,2391410,1570,6.075937,44.559916
Gap,4008790,2391410,1481,6.075937,44.559916
Gap,4008790,2391410,1482,6.075937,44.559916
Gap,4008790,2391410,1630,6.075937,44.559916
Gap,4008790,2391410,1598,6.075937,44.559916
Gap,4008790,2391410,1520,6.075937,44.559916
Gap,4008790,2391410,1428,6.075937,44.559916
Gardelegen,4415610,3269240,1682,11.393999,52.524247
Gateshead,3581240,3598990,1636,-1.601771,54.95938
Gateshead,3581240,3598990,1665,-1.601771,54.95938
Gateshead,3581240,3598990,1642,-1.601771,54.95938
Gateshead,3581240,3598990,1625,-1.601771,54.95938
Gateshead,3581240,3598990,1645,-1.601771,54.95938
Gdansk,4881700,3505650,1484,18.645681,54.355038
Gdansk,4881700,3505650,1719,18.645681,54.355038
Gdansk,4881700,3505650,1669,18.645681,54.355038
Gdansk,4881700,3505650,1660,18.645681,54.355038
Gdansk,4881700,3505650,1659,18.645681,54.355038
Gdansk,4881700,3505650,1640,18.645681,54.355038
Gdansk,4881700,3505650,1587,18.645681,54.355038
Gdansk,4881700,3505650,1575,18.645681,54.355038
Gdansk,4881700,3505650,1653,18.645681,54.355038
Gdansk,4881700,3505650,1657,18.645681,54.355038
Gdansk,4881700,3505650,1737,18.645681,54.355038
Gdansk,4881700,3505650,1494,18.645681,54.355038
Gdansk,4881700,3505650,1562,18.645681,54.355038
Gdansk,4881700,3505650,1464,18.645681,54.355038
Gdansk,4881700,3505650,1463,18.645681,54.355038
Gdansk,4881700,3505650,1450,18.645681,54.355038
Gdansk,4881700,3505650,1709,18.645681,54.355038
Gdansk,4881700,3505650,1662,18.645681,54.355038
Gdansk,4881700,3505650,1548,18.645681,54.355038
Gdansk,4881700,3505650,1538,18.645681,54.355038
Gdansk,4881700,3505650,1564,18.645681,54.355038
Gdansk,4881700,3505650,1495,18.645681,54.355038
Gdansk,4881700,3505650,1630,18.645681,54.355038
Gdansk,4881700,3505650,1512,18.645681,54.355038
Gdansk,4881700,3505650,1639,18.645681,54.355038
Gdansk,4881700,3505650,1509,18.645681,54.355038
Gdansk,4881700,3505650,1624,18.645681,54.355038
Gdansk,4881700,3505650,1620,18.645681,54.355038
Gdansk,4881700,3505650,1603,18.645681,54.355038
Gdansk,4881700,3505650,1602,18.645681,54.355038
Gdansk,4881700,3505650,1601,18.645681,54.355038
Gdansk,4881700,3505650,1589,18.645681,54.355038
Gdansk,4881700,3505650,1580,18.645681,54.355038
Gdansk,4881700,3505650,1661,18.645681,54.355038
Gdansk,4881700,3505650,1350,18.645681,54.355038
Gdansk,4881700,3505650,1565,18.645681,54.355038
Gdansk,4881700,3505650,1549,18.645681,54.355038
Gdansk,4881700,3505650,1588,18.645681,54.355038
Gdansk,4881700,3505650,1351,18.645681,54.355038
Gdansk,4881700,3505650,1352,18.645681,54.355038
Gdansk,4881700,3505650,1427,18.645681,54.355038
Gdansk,4881700,3505650,1465,18.645681,54.355038
Gdansk,4881700,3505650,1466,18.645681,54.355038
Gdansk,4881700,3505650,1513,18.645681,54.355038
Geneve,4022890,2573370,1611,6.139928,46.203766
Geneve,4022890,2573370,1349,6.139928,46.203766
Geneve,4022890,2573370,1568,6.139928,46.203766
Geneve,4022890,2573370,1503,6.139928,46.203766
Geneve,4022890,2573370,1493,6.139928,46.203766
Geneve,4022890,2573370,1529,6.139928,46.203766
Geneve,4022890,2573370,1542,6.139928,46.203766
Geneve,4022890,2573370,1508,6.139928,46.203766
Geneve,4022890,2573370,1629,6.139928,46.203766
Geneve,4022890,2573370,1475,6.139928,46.203766
Geneve,4022890,2573370,1571,6.139928,46.203766
Geneve,4022890,2573370,1572,6.139928,46.203766
Geneve,4022890,2573370,1567,6.139928,46.203766
Geneve,4022890,2573370,1599,6.139928,46.203766
